# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
3R-I6lSQFe0,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00003",3,Music|Choir|Male singing
3R0dqfaiV3M,0.0,10.0,"/m/07r4gkf,/m/09f96,/m/0h2mp",3,"Patter|Mosquito|Fly, housefly"
3R5YHrIFcYM,30.0,40.0,/m/01d3sd,1,Snoring
3R8xDvhJk54,30.0,40.0,"/m/04rlf,/m/0b_fwt",2,Music|Electronic tuner
3RZlNwEv3XI,30.0,40.0,"/m/019jd,/m/056ks2",2,"Boat, Water vehicle|Rowboat, canoe, kayak"
3RfrTU1p5SA,500.0,510.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
3S3cX2QxOoA,0.0,10.0,"/m/01wy6,/m/085jw",2,"Clarinet|Wind instrument, woodwind instrument"
3SyOlb_hSjg,30.0,40.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pws3f,/m/0fx80y",6,Electric guitar|Guitar|Music|Musical instrument|Bang|Plucked string instrument
3T8XhCkaA8M,30.0,40.0,"/m/019jd,/m/02rlv9,/m/05kq4",3,"Boat, Water vehicle|Motorboat, speedboat|Ocean"
3TCAgDf9LNk,30.0,40.0,/m/06h7j,1,Run
3TO4C7SiC7I,30.0,40.0,"/m/02w4v,/m/04rlf,/m/06j64v,/m/07pkxdp",4,Folk music|Music|Middle Eastern music|Lullaby
3TQmts_MxyQ,30.0,40.0,"/m/03_d0,/m/04rlf",2,Jazz|Music
3TRVC6TLnp4,30.0,40.0,"/m/04rlf,/m/07qfr4h,/m/09x0r",3,"Music|Hubbub, speech noise, speech babble|Speech"
3TyBFLPxDw8,0.0,9.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",5,"Domestic animals, pets|Speech|Dog|Animal|Whimper (dog)"
3U99MpJ22ck,50.0,60.0,"/m/06hps,/m/07r4gkf",2,"Rodents, rats, mice|Patter"
3UCK4XCrvoc,30.0,40.0,/m/0261r1,1,Babbling
3UEM541IenE,10.0,20.0,/m/02_nn,1,Fart
3UGFba20P5Q,330.0,340.0,"/m/04rlf,/m/07qqyl4,/m/0glt670",3,Music|Boom|Hip hop music
3UPrsAryNBc,20.0,30.0,"/m/012xff,/m/0838f",2,Toothbrush|Water
3UWDo636wes,30.0,40.0,"/m/07q7njn,/m/09x0r",2,"Chink, clink|Speech"
3V-q5MJSzAk,30.0,40.0,"/m/025rv6n,/m/07st89h,/m/09b5t",3,"Fowl|Cluck|Chicken, rooster"
3V7-llXothY,0.0,10.0,"/m/07qv_d5,/m/07yv9,/m/0btp2,/m/0k4j",4,"Toot|Vehicle|Traffic noise, roadway noise|Car"
3V8DlDgCKzk,30.0,40.0,"/m/02qldy,/m/09x0r,/m/0brhx",3,"Narration, monologue|Speech|Speech synthesizer"
3VKBHfRhMa4,21.0,31.0,/m/02y_763,1,Sliding door
3VTd87WA294,210.0,220.0,"/m/07s0dtb,/m/09x0r",2,Gasp|Speech
3VTinB14Pmw,30.0,40.0,"/m/04rlf,/t/dd00037",2,Music|Scary music
3Vpt-gR-8Lk,30.0,40.0,/m/02yds9,1,Purr
3W6P-QFwYjU,30.0,40.0,"/m/026fgl,/m/07qfgpx,/m/0f8s22",3,"Wind chime|Jingle, tinkle|Chime"
3WCIwgDbuQ0,150.0,160.0,"/m/02w4v,/m/04rlf",2,Folk music|Music
3Wdxjm-h36w,270.0,280.0,"/m/04rlf,/m/07gxw,/m/07p78v5",3,Music|Techno|Zing
3WiLtOnNXbQ,420.0,430.0,/m/03p19w,1,Jackhammer
3X9dtfeV1mQ,40.0,50.0,"/m/01kcd,/m/06ncr",2,Brass instrument|Saxophone
3XC4QOoRjB4,240.0,250.0,"/m/01qbl,/m/03qtq",2,Cymbal|Hi-hat
3XJo4kA5mVI,13.0,23.0,"/m/09x0r,/m/0dl9sf8",2,Speech|Throat clearing
3XeMR8lX0dg,30.0,40.0,"/m/02bk07,/m/04rlf,/m/0z9c",3,Chant|Music|A capella
3YEd-09cIzc,0.0,5.0,"/m/07r_80w,/m/09d5_,/m/0c1dj",3,Hoot|Owl|Sound effect
3YR887u9elA,0.0,8.0,"/m/04rlf,/m/04rmv,/m/09x0r",3,Music|Mouse|Speech
3YuO2UOYKRk,30.0,40.0,"/m/04rlf,/m/07qsvvw,/m/07s72n",3,"Music|Burst, pop|Dubstep"
3YzCyEJ_hvg,0.0,10.0,/m/07ryjzk,1,"Slap, smack"
3Z74i_FWs3o,110.0,120.0,"/m/04rlf,/m/08p9q4",2,Music|Sidetone
3ZGi57Zl1Qk,30.0,40.0,"/m/0261r1,/m/09x0r,/m/0ytgt,/t/dd00125",4,"Babbling|Speech|Child speech, kid speaking|Inside, small room"
3ZNrH765Djw,10.0,20.0,"/m/015lz1,/m/03qtwd,/m/04rlf,/m/06by7,/m/07p6fty,/m/07sbbz2",6,Singing|Crowd|Music|Rock music|Shout|Rock and roll
3ZXtmhV9Mxc,30.0,40.0,/m/07rbp7_,1,Whip
3ZZDuYU2HM4,520.0,530.0,"/m/0195fx,/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c",6,"Subway, metro, underground|Railroad car, train wagon|Train horn|Rail transport|Train|Clickety-clack"
3Zn1gqESI_Q,20.0,30.0,"/m/06xkwv,/m/07rcgpl",2,Mains hum|Hum
3ZqS1eG_BRI,130.0,140.0,"/m/04rlf,/m/06bxc,/m/09x0r,/m/0glt670",4,Music|Rapping|Speech|Hip hop music
3_54-fv4bQE,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0gvgw0",3,Vehicle|Speech|Air brake
3_A0AP3Xh9s,290.0,300.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Cymbal|Drum|Drum kit|Hi-hat|Rimshot|Snare drum|Bass drum|Percussion
3_M9ZMo5TiU,130.0,140.0,"/m/04rlf,/m/07kc_",2,Music|Theremin
3_OLj6XChvM,30.0,40.0,"/m/02mk9,/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130",6,Engine|Music|Vehicle|Car|Medium engine (mid frequency)|Engine starting
3_PWk-CZaAU,0.0,10.0,"/m/06xkwv,/m/07rcgpl",2,Mains hum|Hum
3aM1Kt1sO5s,330.0,340.0,"/m/07q6cd_,/m/09x0r",2,Squeak|Speech
3ad_9-lnDiQ,120.0,130.0,"/m/04rlf,/m/07pxg6y",2,Music|Eruption
3b3s0TvjGwA,0.0,10.0,"/m/04rlf,/m/0790c",2,Music|Sonar
3b7rafUh1WQ,20.0,30.0,"/m/07phxs1,/m/07rv4dm",2,Ding|Clang
3b9MOy404xk,270.0,280.0,"/m/015lz1,/m/04rlf,/m/05r5wn",3,Singing|Music|Rattle (instrument)
3bGqkpfyk6k,160.0,170.0,"/m/01b82r,/m/07pdjhy,/m/083vt",3,Sawing|Rub|Wood
3bg0iy-ypcw,30.0,40.0,"/m/03_d0,/m/04rlf",2,Jazz|Music
3c-vZ4GpIKs,30.0,40.0,"/m/07qlwh6,/m/09x0r",2,Squish|Speech
3cRk33vPkAU,60.0,70.0,/m/01g90h,1,Stomach rumble
3cwciEOpQ-c,280.0,290.0,"/m/03fwl,/m/04rlf,/m/05fw6t,/m/09x0r",4,Goat|Music|Music for children|Speech
3d6ismCJdos,50.0,60.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
3d9geu1pBAc,210.0,220.0,/m/0chx_,1,White noise
3dUo62RsD00,30.0,40.0,"/m/04rlf,/m/07hvw1",2,Music|Field recording
3dgg5f9CyP4,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/0l14jd",3,Music|Tap|Choir
3e927DjM6Iw,90.0,100.0,"/m/04rlf,/m/07qqyl4,/m/09x0r",3,Music|Boom|Speech
3eBoAlHnttY,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00004",3,Music|Choir|Female singing
3eI7T7zNmfs,30.0,40.0,"/m/0164x2,/m/026z9,/m/04rlf",3,Music of Africa|Disco|Music
3f5atenstgc,30.0,40.0,"/m/03k3r,/m/04rlf,/m/07rv9rh,/m/0jbk",4,Horse|Music|Clip-clop|Animal
3f7qAppFVjc,30.0,40.0,"/m/04rlf,/m/06j6l,/m/0glt670,/t/dd00035",4,Music|Rhythm and blues|Hip hop music|Exciting music
3fnVQT2TnJs,420.0,430.0,"/m/023vsd,/m/07pdjhy",2,Sanding|Rub
3fqWosszpnE,50.0,60.0,"/m/04rlf,/m/07qcpgn",2,Music|Tap
3gCD4JFbxuo,90.0,100.0,"/m/01j3sz,/t/dd00001",2,Laughter|Baby laughter
3gR0QBgrzYQ,20.0,30.0,/m/0d31p,1,Vacuum cleaner
3g_GUoCbzTc,30.0,40.0,"/m/07s0dtb,/m/09x0r",2,Gasp|Speech
3gjFMkV2ucY,30.0,40.0,/m/0mkg,1,Accordion
3gwZdkjpPds,50.0,60.0,"/m/04rlf,/m/05lls",2,Music|Opera
3h-9ltE4t9c,420.0,430.0,/m/0dl83,1,Arrow
3h8PzeGp2RQ,320.0,330.0,/m/07pn_8q,1,Chopping (food)
3hEgl8N2FBA,210.0,220.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
3hIqesIVX-c,25.0,35.0,/m/03w41f,1,Church bell
3hLxPQpmfQo,30.0,40.0,"/m/012f08,/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",5,Motor vehicle (road)|Skidding|Vehicle|Tire squeal|Car
3h_Y5S3zdas,360.0,370.0,"/m/085jw,/m/0l14j_",2,"Wind instrument, woodwind instrument|Flute"
3hb1pYdEuLE,6.0,16.0,"/m/07c52,/m/09x0r",2,Television|Speech
3i0GlkevMuQ,24.0,34.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
3iQ_xRurgS8,30.0,40.0,"/m/07q5rw0,/m/09x0r",2,"Neigh, whinny|Speech"
3iSvKVoA8aM,160.0,170.0,"/m/023vsd,/m/07pdjhy",2,Sanding|Rub
3iVJw9topU0,0.0,8.0,"/m/04fgwm,/m/07pyf11",2,Electric toothbrush|Flap
3id3zRRZBVM,50.0,60.0,/m/01b_21,1,Cough
3jgeggArQuw,30.0,40.0,"/m/078jl,/m/07rjwbb",2,Snake|Hiss
3juGfzF29Sc,140.0,150.0,"/m/01hnzm,/m/04rlf,/m/09x0r,/m/0dwt5",4,Ringtone|Music|Speech|Vibraphone
3k8zGf8Btfo,250.0,260.0,"/m/01sm1g,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Wood block|Drum|Drum kit|Drum roll|Rimshot|Snare drum|Bass drum|Percussion
3kDi5Hk-Vmw,30.0,40.0,/m/0mkg,1,Accordion
3kSQNjfJnN8,210.0,220.0,"/m/04rlf,/m/07kc_",2,Music|Theremin
3kXukXBvDQQ,220.0,230.0,"/m/04rlf,/m/07plz5l",2,Music|Sigh
3kaCL9Zu7NY,230.0,240.0,"/m/01bns_,/m/07y_7,/m/0d8_n,/m/0l14_3",4,"Zither|Violin, fiddle|Pizzicato|Bowed string instrument"
3klIBnvMYhg,30.0,40.0,"/m/07swgks,/m/09x0r",2,Gurgling|Speech
3kx-UhywUf0,20.0,30.0,/m/0d31p,1,Vacuum cleaner
3l2y5H3Wk6U,300.0,310.0,"/m/07pt_g0,/m/09x0r",2,Pulse|Speech
3lFZ-QSUeHo,10.0,20.0,/m/07rqsjt,1,"Whoosh, swoosh, swish"
3lV776A-TDk,110.0,120.0,/m/02mfyn,1,Car alarm
3lVzKtjOcbg,20.0,30.0,/t/dd00067,1,Heavy engine (low frequency)
3lkI_scF2eU,130.0,140.0,/m/01j4z9,1,Chainsaw
3lq-wydjlFk,390.0,400.0,/m/0150b9,1,Change ringing (campanology)
3lsHs4MnL5w,420.0,430.0,/m/07cx4,1,Telephone
3lsNtH_m7kw,70.0,80.0,"/m/01d3sd,/m/068hy,/m/0bt9lr,/m/0jbk",4,"Snoring|Domestic animals, pets|Dog|Animal"
3lxTtZfYS18,30.0,40.0,"/m/01b9nn,/m/0642b4",2,Reverberation|Cupboard open or close
3m2vl8_-ESA,40.0,50.0,/m/02x984l,1,Mechanical fan
3m4QSVVBMss,60.0,70.0,"/m/028sqc,/m/04rlf,/m/06j6l",3,Music of Asia|Music|Rhythm and blues
3m4ztrpmX-s,67.0,77.0,/m/07n_g,1,Tuning fork
3mDPQ_CPopw,30.0,40.0,"/m/012f08,/m/07q2z82,/m/0fx9l,/m/0k4j",4,"Motor vehicle (road)|Accelerating, revving, vroom|Microwave oven|Car"
3mNOJpN_qOQ,190.0,200.0,"/m/04rlf,/t/dd00034",2,Music|Tender music
3mStyfCbL68,30.0,40.0,"/m/03_d0,/m/04rlf",2,Jazz|Music
3mkiTkMVemM,30.0,40.0,"/m/019jd,/m/02rlv9,/m/06q74",3,"Boat, Water vehicle|Motorboat, speedboat|Ship"
3mtdpXbogzk,180.0,190.0,"/m/019jd,/m/02rlv9",2,"Boat, Water vehicle|Motorboat, speedboat"
3mx_t956_6s,5.0,15.0,"/m/04rlf,/m/07ppn3j",2,Music|Sniff
3nGCfxJsVZ0,150.0,160.0,"/m/04rlf,/m/05fw6t,/t/dd00031",3,Music|Music for children|Happy music
3nQzDlhDdp4,30.0,40.0,"/m/04rlf,/m/07pkxdp",2,Music|Lullaby
3nRLR6EgqPo,470.0,480.0,/m/04rzd,1,Mandolin
3nbB3F-OdSM,30.0,40.0,"/m/04rlf,/m/05r6t,/m/0dl5d,/t/dd00032",4,Music|Punk rock|Progressive rock|Funny music
3njsZP9MZ_M,20.0,30.0,/m/015jpf,1,Dial tone
3nm2E1icIs4,30.0,40.0,/m/07pqc89,1,"Trickle, dribble"
3nqcNxcTdFI,30.0,40.0,"/m/01jwx6,/m/02mk9,/m/07qmpdm,/m/07yv9",4,Vibration|Engine|Clatter|Vehicle
3o-q-VMhyA8,30.0,40.0,/m/07pp_mv,1,Alarm
3oYSlw6l0XA,380.0,390.0,"/m/01m2v,/m/09x0r",2,Computer keyboard|Speech
3oabnbtJRNQ,80.0,90.0,"/m/05rj2,/t/dd00125",2,"Shuffling cards|Inside, small room"
3obJKn19jTE,30.0,40.0,"/m/03lty,/m/04rlf,/m/05r6t,/m/05rwpb,/m/05w3f,/m/06by7,/m/0dl5d",7,Heavy metal|Music|Punk rock|Independent music|Psychedelic rock|Rock music|Progressive rock
3od9aUtrcz4,40.0,50.0,"/m/01kcd,/m/06ncr",2,Brass instrument|Saxophone
3ol6o8eAbrQ,500.0,510.0,"/m/07plz5l,/m/09x0r",2,Sigh|Speech
3oqo61gK5Co,370.0,380.0,/m/024dl,1,Cash register
3otUlQ4wvLY,30.0,40.0,"/m/04rlf,/t/dd00003",2,Music|Male singing
3oxbegouR_A,30.0,40.0,/m/023vsd,1,Sanding
3p3A4QDXw-g,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00003,/t/dd00004",4,Music|Speech|Male singing|Female singing
3pV7d32BfBQ,50.0,60.0,"/m/09x0r,/m/0cdnk,/m/0jbk,/m/0ytgt,/t/dd00013",5,"Speech|Roaring cats (lions, tigers)|Animal|Child speech, kid speaking|Children playing"
3pdT176TlfE,30.0,40.0,"/m/09x0r,/m/0chx_",2,Speech|White noise
3posAjJWEi4,400.0,410.0,"/m/04rlf,/m/07p6mqd,/m/07rrlb6,/m/09x0r",4,"Music|Slosh|Splash, splatter|Speech"
3ptxRyVuU0w,520.0,530.0,"/m/032s66,/m/04zjc",2,"Gunshot, gunfire|Machine gun"
3q2HJnvBnr4,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00005",4,Music|Choir|Male singing|Child singing
3qEb6Y-D7Mw,50.0,60.0,"/m/09x0r,/m/0k65p,/m/0l15bq,/m/0ytgt",4,"Speech|Hands|Clapping|Child speech, kid speaking"
3qPefjNIBok,30.0,40.0,"/m/07q0h5t,/m/0jbk",2,Bleat|Animal
3qSq5HTlSDQ,240.0,250.0,/m/0xzly,1,Maraca
3qe9RK3sMBs,0.0,8.0,"/m/018w8,/m/07rjzl8,/m/09x0r",3,Basketball bounce|Slam|Speech
3qesirWAGt4,20.0,30.0,"/m/01z5f,/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk",7,"Canidae, dogs, wolves|Bark|Domestic animals, pets|Speech|Dog|Growling|Animal"
3r5wKJm2uBs,90.0,100.0,/m/0dl83,1,Arrow
3rOi5Gd0LLY,250.0,260.0,"/m/07rrlb6,/m/09x0r",2,"Splash, splatter|Speech"
3rZ2il_Amsc,30.0,40.0,/m/07pn_8q,1,Chopping (food)
3rehlN8Fq6g,3.0,13.0,/m/07q6cd_,1,Squeak
3rn-tCQafl8,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136",6,"Domestic animals, pets|Yip|Bow-wow|Dog|Animal|Whimper (dog)"
3rrTwja7w_o,30.0,40.0,/m/027m70_,1,Jingle bell
3sIlpn9nvKU,30.0,40.0,"/m/04rlf,/m/07s34ls,/m/07sbbz2",3,Music|Whir|Rock and roll
3sRO6iwfUxo,30.0,40.0,"/m/04rlf,/m/05rwpb,/m/06bxc,/m/06rqw",4,Music|Independent music|Rapping|Ska
3sYet9VDmBo,30.0,40.0,"/m/07qlf79,/m/09x0r",2,Spray|Speech
3saUiDqAqEc,30.0,40.0,"/m/01jwx6,/m/02mk9,/m/07pb8fc,/m/07rqsjt,/m/07yv9",5,"Vibration|Engine|Idling|Whoosh, swoosh, swish|Vehicle"
3sflCnetnS0,30.0,40.0,"/m/01h82_,/m/02mk9,/m/04_sv,/m/07yv9",4,Engine knocking|Engine|Motorcycle|Vehicle
3t6pqBKV0kY,30.0,40.0,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092",4,"Boat, Water vehicle|Motorboat, speedboat|Wind|Wind noise (microphone)"
3tDv_9kfyDM,70.0,80.0,"/m/01v_m0,/m/07n_g",2,Sine wave|Tuning fork
3tK7PpCo0PQ,80.0,90.0,"/m/04rlf,/t/dd00003,/t/dd00128",3,"Music|Male singing|Outside, urban or manmade"
3tSPMzvuQpk,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006",3,Music|Male singing|Synthetic singing
3tUlhM80ObM,0.0,8.0,/m/07r4wb8,1,Knock
3tbFP_JKzXw,30.0,40.0,"/m/015vgc,/m/01c194,/m/02w4v,/m/04rlf,/m/06j64v,/m/0jtg0",6,Carnatic music|Mantra|Folk music|Music|Middle Eastern music|Sitar
3tgvXXiYvBI,190.0,200.0,"/m/07qv4k0,/t/dd00125",2,"Scrape|Inside, small room"
3tlaELkmRqs,180.0,190.0,"/m/02bk07,/m/04rlf",2,Chant|Music
3trnPEnFWnA,30.0,40.0,/m/07qn4z3,1,Rattle
3tyb0cXoX2g,110.0,120.0,"/m/04rlf,/m/07p78v5",2,Music|Zing
3unSMko8m4Q,18.0,28.0,/m/07bjf,1,Single-lens reflex camera
3unaemuTuGY,30.0,40.0,"/m/019jd,/m/06q74",2,"Boat, Water vehicle|Ship"
3uuyQ4O0L68,30.0,40.0,"/m/01kcd,/m/0319l",2,Brass instrument|French horn
3uz_ZrGsIaA,30.0,40.0,"/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",7,Reverberation|Effects unit|Electric guitar|Guitar|Music|Musical instrument|Plucked string instrument
3v1pMz1N5RU,30.0,40.0,"/m/09x0r,/m/0l14jd,/t/dd00006",3,Speech|Choir|Synthetic singing
3v67pxeizXo,0.0,10.0,"/m/026fgl,/m/0f8s22",2,Wind chime|Chime
3v93yDHV-KY,140.0,150.0,/m/01lsmm,1,Scissors
3vGt56yH8Kk,12.0,22.0,"/m/026t6,/m/0cfdd",2,Drum|Drum machine
3vLc6D64xcs,330.0,340.0,"/m/09x0r,/m/0llzx",2,Speech|Sewing machine
3vOt9OrCtBM,30.0,40.0,"/m/02zsn,/m/07rgt08,/m/07s04w4,/m/09x0r",4,"Female speech, woman speaking|Chuckle, chortle|Snicker|Speech"
3vUrU1ZCqOo,30.0,40.0,"/m/04rlf,/m/07c52,/m/09x0r",3,Music|Television|Speech
3vWm47yPLGc,110.0,120.0,"/m/04rlf,/t/dd00032",2,Music|Funny music
3vpG1PgFF34,30.0,40.0,"/m/03q5t,/m/05148p4",2,Harpsichord|Keyboard (musical)
3vpNLYc0YN4,110.0,120.0,"/m/013y1f,/m/01kcd,/m/0319l",3,Organ|Brass instrument|French horn
3w4nFQrUQ8k,20.0,30.0,"/m/011k_j,/m/04rlf",2,Timpani|Music
3wL1fEcpD44,0.0,10.0,"/m/015jpf,/m/015lz1,/m/04rlf,/t/dd00125",4,"Dial tone|Singing|Music|Inside, small room"
3wPGEdzKOrE,30.0,40.0,"/m/04rlf,/m/07qdb04,/m/09ddx",3,Music|Quack|Duck
3xDZU7GME7E,170.0,180.0,"/g/122z_qxw,/m/09x0r",2,Firecracker|Speech
3xaj9jx7648,30.0,40.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077",4,"Ratchet, pawl|Pulleys|Gears|Mechanisms"
3xh2kScw64U,30.0,40.0,"/m/02rhddq,/m/07yv9,/m/0k4j",3,Reversing beeps|Vehicle|Car
3yCaMM8can0,100.0,110.0,"/m/03qjg,/m/085jw",2,"Harmonica|Wind instrument, woodwind instrument"
3ymgPYkdSIg,40.0,50.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp",4,"Insect|Mosquito|Cricket|Fly, housefly"
3yt8xEb1VXA,200.0,210.0,"/m/06mb1,/m/07r10fb,/t/dd00038",3,Rain|Raindrop|Rain on surface
3z3WIjdV_js,50.0,60.0,"/m/015lz1,/m/0k65p",2,Singing|Hands
3z81DgWf-NY,21.0,31.0,"/m/04rlf,/m/07qwdck,/m/09x0r",3,Music|Ping|Speech
3zIQTDfS4Hk,30.0,40.0,"/m/04rlf,/m/04szw,/m/0l156b",3,Music|Musical instrument|Steelpan
3zQPWg-F8Xk,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006",3,Music|Male singing|Synthetic singing
3zRatdumh0M,90.0,100.0,"/m/01kcd,/m/07gql",2,Brass instrument|Trumpet
3za2WvNjiBk,0.0,9.0,"/m/07szfh9,/m/0chx_",2,Cacophony|White noise
3zeLbAUePAw,190.0,200.0,"/m/012xff,/m/07pqc89,/m/0838f",3,"Toothbrush|Trickle, dribble|Water"
3ziIRrklTNg,30.0,40.0,"/m/014zdl,/m/07pxg6y,/m/07qsvvw,/m/09x0r",4,"Explosion|Eruption|Burst, pop|Speech"
3zntWbS9XeI,70.0,80.0,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",7,Reverberation|Effects unit|Guitar|Music|Musical instrument|Plucked string instrument|Distortion
4--05CAaDsg,460.0,470.0,"/m/04rlf,/m/07rrlb6",2,"Music|Splash, splatter"
4-8NRSfk_a8,100.0,110.0,"/m/01h8n0,/m/09x0r",2,Conversation|Speech
4-DcTjFR4qw,100.0,110.0,/t/dd00134,1,Car passing by
4-s24QkwcOw,20.0,30.0,"/m/04k94,/m/0dv3j",2,Liquid|Boiling
402OOck5CAk,30.0,40.0,"/m/03l9g,/m/07k1x",2,Hammer|Tools
40AD_oH9eCU,30.0,40.0,"/m/07p6mqd,/m/09x0r,/m/0ytgt,/t/dd00129",4,"Slosh|Speech|Child speech, kid speaking|Outside, rural or natural"
40D4L5Ndi6k,80.0,90.0,"/m/03r5q_,/m/04rlf",2,Jingle (music)|Music
40fIOkLK3j4,60.0,70.0,/m/01b_21,1,Cough
40k3AAbA7tM,410.0,420.0,"/m/011k_j,/m/026t6,/m/04rlf,/m/04szw,/m/09x0r",5,Timpani|Drum|Music|Musical instrument|Speech
40s88hEcn5I,170.0,180.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066",4,"Accelerating, revving, vroom|Vehicle|Car|Medium engine (mid frequency)"
40sAH2ZB0Pg,30.0,40.0,"/m/018j2,/m/01lyv,/m/04rlf,/m/0gg8l",4,Banjo|Country|Music|Bluegrass
40vmsGsFBsw,0.0,10.0,"/m/04rlf,/m/07pqn27",2,Music|Bouncing
40x53vod_Tc,340.0,350.0,/m/0mbct,1,Gong
40xkia7fwEM,30.0,40.0,"/m/04rlf,/m/04wptg",2,Music|Wedding music
41frvipFZr8,30.0,40.0,/m/07rrh0c,1,Thunk
41yOX7cQ8rI,0.0,5.0,"/m/07rqsjt,/m/0c1dj",2,"Whoosh, swoosh, swish|Sound effect"
425yeCrOcL4,0.0,10.0,"/m/04rlf,/m/07qqyl4",2,Music|Boom
42CPymJ_MXI,60.0,70.0,"/m/03qtwd,/m/07rkbfh,/m/09x0r",3,Crowd|Chatter|Speech
42Hf7o-7ONA,30.0,40.0,/m/07hvw1,1,Field recording
42IahK-zxj0,30.0,40.0,/m/01jg1z,1,Heart murmur
42P93B_GzGA,30.0,40.0,"/m/07yv9,/m/0gvgw0,/m/0k4j",3,Vehicle|Air brake|Car
42P9iTEpiok,30.0,40.0,"/m/015y_n,/m/04rlf,/m/0glt670",3,Swing music|Music|Hip hop music
42QgE4mM55I,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00005",3,Music|Male singing|Child singing
43-Ju5yJxjA,120.0,130.0,"/m/02p01q,/m/07pdjhy",2,Filing (rasp)|Rub
43R5uK6JJoA,30.0,40.0,"/m/09t49,/m/09x0r,/t/dd00129",3,"Rustling leaves|Speech|Outside, rural or natural"
446etGsnI_E,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",6,"Cat|Domestic animals, pets|Meow|Caterwaul|Speech|Animal"
44FH_mXBLTA,30.0,40.0,"/m/07hvw1,/m/09x0r",2,Field recording|Speech
44Nt8WOHyyU,40.0,50.0,/m/0mkg,1,Accordion
44pSl3RuM-c,230.0,240.0,"/m/015lz1,/m/04rlf,/m/07q4ntr",3,Singing|Music|Bellow
44sbWBFswUY,30.0,40.0,"/m/03r5q_,/m/04rlf,/m/0ggx5q",3,Jingle (music)|Music|Dance music
45JHcLU57B8,20.0,30.0,"/m/04_sv,/m/07phhsh,/m/07yv9",3,Motorcycle|Rumble|Vehicle
45SDgM3d1SU,210.0,220.0,"/m/04rlf,/m/07hvw1,/m/09x0r,/t/dd00128",4,"Music|Field recording|Speech|Outside, urban or manmade"
45T-QifnyCA,50.0,60.0,/m/04gxbd,1,"Power windows, electric windows"
45_hB4QUjNk,30.0,40.0,"/m/01s0vc,/m/09x0r",2,Zipper (clothing)|Speech
45h1cMSHzYU,110.0,120.0,"/m/04rlf,/m/05zppz,/m/06by7,/m/07p6fty,/m/09x0r",5,"Music|Male speech, man speaking|Rock music|Shout|Speech"
45iNSkfzOwM,190.0,200.0,"/m/039jq,/m/04rlf",2,Glass|Music
45oHAaBAkm0,500.0,510.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077",4,"Ratchet, pawl|Pulleys|Gears|Mechanisms"
45vBbOhzS6g,50.0,60.0,"/m/03qc9zr,/m/09x0r",2,Screaming|Speech
45vy1dbFAdU,90.0,100.0,/m/02pjr4,1,Blender
466XkuormNQ,30.0,40.0,"/m/03q5t,/m/05148p4",2,Harpsichord|Keyboard (musical)
